type,sentence,url,date
LAUNCH,NH투자증권은 '투자고수'들이 투자한 주식을 모바일트레이딩시스템(MTS)상에서 공개하고 있다.,https://www.widedaily.com/news/articleView.html?idxno=277769,2025-09-11
INVEST,NH투자증권은 '투자고수'들이 투자한 주식을 모바일트레이딩시스템(MTS)상에서 공개하고 있다.,https://www.widedaily.com/news/articleView.html?idxno=277769,2025-09-11
INVEST,통계 데이터는 NH투자증권의 의견과 무관한 단순 참고 안내이며 각각의 투자자 개인에게 맞는 투자 또는 수익 달성을 보장하지 않는다.,https://www.widedaily.com/news/articleView.html?idxno=277769,2025-09-11
INVEST,"또한 본 자료의 내용은 단순 참고용으로 정확성이나 완전성을 보장할 수 없고, 투자에 대한 판단과 결과에 대한 모든 책임은 투자자 본인에게 있음을 고지한다.",https://www.widedaily.com/news/articleView.html?idxno=277769,2025-09-11
INVEST,석유화학·전지·소비재 턴어라운드 안갯속 석유화학 업황은 올해도 불투명하다.,https://www.ekn.kr/web/view.php?key=20250911020135814,2025-09-11
LAUNCH,"한국은행이 전일 발표한 '2025년 2분기 기업경영분석 결과'에 따르면, 국내 제조기업 중 석유화학 부문의 둔화가 가장 심했다.",https://www.ekn.kr/web/view.php?key=20250911020135814,2025-09-11
REGUL,미국발 관세정책 우려 재점화 등 매크로 불확실성이 높아서다.,https://www.ekn.kr/web/view.php?key=20250911020135814,2025-09-11
INVEST,LG그룹은 내년 6월까지 LG디스플레이 유기발광다이오드(OLED) 신기술 개발과 생산에 1조3000억원을 투자할 예정이다.,https://www.ekn.kr/web/view.php?key=20250911020135814,2025-09-11
REGUL,"한기평은 “그룹의 주력사업이 전자와 2차전지 사업으로 구성돼 있어 미국 통상정책 변화에 대한 노출도가 비교적 높다""며 “LG전자의 경우 철강 파생제품에 대한 관세 부과조치에 따른 제품가격 상승 및 수요 감소로 일정 수준의 수익성 저하가 불가피하다""고 평가했다.",https://www.ekn.kr/web/view.php?key=20250911020135814,2025-09-11
LAUNCH,"전기차 캐즘 극복하고, 전동화 앞세운 미래 모빌리티 비전 발표 '뉴 iX3', '콘셉트 쓰리', 'ID.크로스 콘셉트' 등 세계 최초 공개 현대모비스 등 자동차 부품사도 참여 라이센스뉴스 = 김진우 기자 | 독일 뮌헨에서 열리고 있는 'IAA 모빌리티 2025'에 유럽 브랜드 중심으로 신차와 컨셉카가 발표됐다.",https://www.lcnews.co.kr/news/articleView.html?idxno=110825,2025-09-11
LAUNCH,"IAA 모빌리티 2025에 참가한 완성차 업체들은 지난해 전기차 일시적 수요 부진(캐즘)을 만회하고 전동화 흐름에 맞춰 주행거리를 늘리고, 충전시간을 단축시킨 새로운 전기차 양산형 및 콘셉트 모델을 선보였다.",https://www.lcnews.co.kr/news/articleView.html?idxno=110825,2025-09-11
LAUNCH,BMW는 순수 전기 다목적 차량 '뉴 iX3'를 전세계 최초로 공개했다.,https://www.lcnews.co.kr/news/articleView.html?idxno=110825,2025-09-11
LAUNCH,현대차는 소형 EV 콘셉트 모델인 '콘셉트 쓰리'를 공개했다.,https://www.lcnews.co.kr/news/articleView.html?idxno=110825,2025-09-11
LAUNCH,"폭스바겐그룹은 '모두를 위한 모빌리티'라는 브랜드 비전과 함께 ID.폴로, ID.폴로 GTI와 함께 세계 최초로 ID.크로스 콘셉트를 공개했다.",https://www.lcnews.co.kr/news/articleView.html?idxno=110825,2025-09-11
LAUNCH,"이 외에도 폴스타는 고성능 투어러 모델 '폴스타5'를 공개했고, 르노그룹은 소형차 모델 '신형 클리오'를 전시해 관람객들의 주목을 받았다.",https://www.lcnews.co.kr/news/articleView.html?idxno=110825,2025-09-11
LAUNCH,총 7차시로 구성된 프로그램은 ▲AI를 활용한 진로 성향 진단 ▲진로 관련 직업군 조사 ▲수시/정시 전형 이해 ▲2022 개정 교육과정 핵심 분석 ▲희망 대학 시간표 구성 ▲대학생활 이해 ▲자기 성찰 및 진로계획 발표 등으로 운영됐다.,http://www.veritas-a.com/news/articleView.html?idxno=571848,2025-09-11
LAUNCH,"참가 학생들은 조별 활동과 발표를 통해 협업 능력을 기르고, 상호 피드백을 주고받으며 자신의 진학 계획을 더욱 구체화할 수 있었다.",http://www.veritas-a.com/news/articleView.html?idxno=571848,2025-09-11
LAUNCH,캠프 마지막에는 모둠장 발표를 통해 활동 소감을 나누고 진로 인식 변화에 대한 성찰을 공유하는 시간도 마련됐다.,http://www.veritas-a.com/news/articleView.html?idxno=571848,2025-09-11
INVEST,"박 의원은 “울산이 준비 중인 AI 데이터센터, 이차전지, 반도체 등 전력 다소비 첨단산업 유치에 큰 힘이 될 것”이라며 “전통 제조업과 신산업이 공존하는 울산에서 전력공급 안정성은 곧 국가 경쟁력과 직결된다”고 강조했다.",https://www.nbntv.kr/news/articleView.html?idxno=337615,2025-09-11
REGUL,그는 또 “울산이 분산에너지특화지역으로 지정되도록 산업부 장관에게 직접 촉구했다”며 “특구 지정과 법안 최종 통과가 이뤄지면 울산은 전력 안정성과 규제 특례를 동시에 확보해 미래 신산업 선점에 최적의 기반을 마련할 것”이라고 밝혔다.,https://www.nbntv.kr/news/articleView.html?idxno=337615,2025-09-11
PARTNERSHIP,"We will grow this into a community of experts who think and act on the future of AI and climate technology.” The Climate Tech Startup Summit, now in its third year, began in March 2023 as part of an MOU between Kakao Impact and Sopoong Ventures to expand the base of climate technology and foster the ecosystem.",https://us.aving.net/news/articleView.html?idxno=52647,2025-09-11
CERT,MCP(Model Context Protocol)와 A2A(Agent2Agent) 같은 새로운 프로토콜은 AI 에이전트가 기업 시스템은 물론 다른 에이전트와도 자율적으로 탐색하고 상호작용하는 방식을 표준화할 것으로 기대를 모은다.,https://www.itworld.co.kr/article/4055302/프로토콜보다-중요한-것이-있다-mcp·a2a의-성공적인-구.html,2025-09-11
CERT,MCP와 A2A 가운데 현재 더 널리 채택되는 표준은 MCP다.,https://www.itworld.co.kr/article/4055302/프로토콜보다-중요한-것이-있다-mcp·a2a의-성공적인-구.html,2025-09-11
REGUL,"이렇게 남겨진 기록은 문제 해결을 위한 점검, 정책 준수를 위한 감사, 혹은 서비스 개선 과정에서의 재실행에 활용할 수 있다.",https://www.itworld.co.kr/article/4055302/프로토콜보다-중요한-것이-있다-mcp·a2a의-성공적인-구.html,2025-09-11
INVEST,데이터 준비에 투자하라 대부분 경우 우수한 데이터와 범용 모델(off-the-shelf model) 조합이 훌륭한 모델과 부족한 데이터 조합보다,https://www.itworld.co.kr/article/4055302/프로토콜보다-중요한-것이-있다-mcp·a2a의-성공적인-구.html,2025-09-11
REGUL,"실업이 더 무섭다.” 출처- 당시 프랑스 대통령은 경기부양을 위해 지원금을 비롯한 각종 정책으로 기업을 지원했지만, 효과는 미비했다.",http://www.ddanzi.com/858820457,2025-09-11
INVEST,그리고 투자 유도의 목적이라며 기업과 부유층을 대상으로 한 감세 정책을 병행했다.,http://www.ddanzi.com/858820457,2025-09-11
REGUL,그리고 투자 유도의 목적이라며 기업과 부유층을 대상으로 한 감세 정책을 병행했다.,http://www.ddanzi.com/858820457,2025-09-11
INVEST,"문제는 정부가 어떤 복지를 축소할지를 제대로 선택하지 못했고, 감면 혜택을 받은 기업과 부유층이 그에 따른 투자를 하지 않았다는 것이었다.",http://www.ddanzi.com/858820457,2025-09-11
REGUL,"농촌이나 지방 소도시에서는 교통과 의료 접근성이 낮아지는 결과만 낳았고, 대학생과 청년층의 주거 보조금 축소는 청년층의 불만을 증폭시키기만 했다.",http://www.ddanzi.com/858820457,2025-09-11
REGUL,"아무래도 정부 지출을 줄인 만큼 이 정책으로 인한 프랑스의 재정건전성이 조금 개선되긴 했다지만, 다른 면에서 (빈곤층 증가와 같은) 새로운 사회적 비용이 발생하게 되었고, 정부에 대한 불만과 함께 정치적 갈등이 커지며 여러 악영향을 낳았다.",http://www.ddanzi.com/858820457,2025-09-11
REGUL,"프랑스의 과도한 관료주의는 과도한 규제와 느린 행정 처리로 기업 활동에 장벽이 됨은 물론이고, 스타트업이나 혁신기업이 발전하고 확장하는데 오히려 방해가 되고 있다.",http://www.ddanzi.com/858820457,2025-09-11
INVEST,독일의 경우 프랑스의 위기가 유럽연합의 위기가 될 수 있음을 우려해 유럽재정안정기구(EFSF)나 유럽안정메커니즘(ESM)같은 구제펀드에 참여하면서도 프랑스에 대해 “개혁이 부족하다”며 비판하고 있다.,http://www.ddanzi.com/858820457,2025-09-11
INVEST,"이 같은 재정문제로 인해 프랑스가 과도한 보호무역이나 기업 유치를 위한 보조금을 남발할 경우, 다른 유럽 국가들과도 충돌할 가능성도 있기에 이를 막기 위해 회원국들도 프랑스를 비판하면서도 프랑스에 대한 지원을 계속하고 있다.",http://www.ddanzi.com/858820457,2025-09-11
REGUL,"이 같은 재정문제로 인해 프랑스가 과도한 보호무역이나 기업 유치를 위한 보조금을 남발할 경우, 다른 유럽 국가들과도 충돌할 가능성도 있기에 이를 막기 위해 회원국들도 프랑스를 비판하면서도 프랑스에 대한 지원을 계속하고 있다.",http://www.ddanzi.com/858820457,2025-09-11
REGUL,"프랑스의 프랑수아 바이루 총리는 현재 프랑스의 재정 위기를 말하며, 내년도 예산안에 대해 긴축 재정을 해야 한다고 호소했다.",http://www.ddanzi.com/858820457,2025-09-11
REGUL,편짐 : 임권산 마빡 디자인 : 꾸물 기사 : 기타루맨 - 썸넬.png [File Size:605.8KB/Download:0] - 1.png [File Size:325.1KB/Download:2] - 3.png [File Size:45.1KB/Download:0] - 4.png [File Size:166.6KB/Download:1] - 5.png [File Size:171.0KB/Download:0] - 6.png [File Size:140.0KB/Download:1] - 8.png [File Size:279.4KB/Download:1] - 9.png [File Size:322.5KB/Download:0] - 10.png [File Size:293.8KB/Download:0] - 11.png [File Size:459.2KB/Download:0] - 2019년 기사.png [File Size:645.6KB/Download:0] - 신화통신.jpg [File Size:106.0KB/Download:0] - 언스플래쉬.jpg [File Size:181.2KB/Download:0] - 유럽 국가 국가부채율.png [File Size:35.8KB/Download:0] - 총사퇴.png [File Size:516.9KB/Download:1] - » 유럽 붕괴의 서막일까 : 프랑스가 '국가 부도 위기'인 이유 기타루맨 - 좌충우돌 트럼프 반이민 정책 1 : 그럼 소는 누가 키우나 무이야 - 불가사리의 법률 대모험2: 내게 다가온 유키짱이 사기꾼이었다니!,http://www.ddanzi.com/858820457,2025-09-11
REGUL,"컨소시엄 구성 등 세부 계획에 대해선 ""오늘 아침에 AI컴퓨팅센터 사업 공모 지침서를 정식으로 받아 검토 중이다.",https://www.newsis.com/view/NISX20250911_0003325055,2025-09-11
LAUNCH,"이 대표는 이날 '리얼 서밋' 기조연설을 통해 AI 에이전트 기반 기업 혁신 전략과 AI 트랜스포메이션(전환)을 위한 인프라, 컨설팅, 플랫폼, 솔루션 전 영역을 아우르는 ‘AI 풀스택(Full-stack)’ 서비스 전략을 공개한 바 있다.",https://www.newsis.com/view/NISX20250911_0003325055,2025-09-11
LAUNCH,"지난 8일 과학기술정보통신부가 발표한 국가 AI컴퓨팅센터 추진 방안에 따르면, AI컴퓨팅 인프라는 AI 모델 개발, 서비스 제공 등을 지원하는 AI 생태계 기반이다.",https://www.newsis.com/view/NISX20250911_0003325055,2025-09-11
INVEST,정부 마중물 투자로 민간 투자를 촉진하고 민간이 전문성을 살려 주도하는 구조다.,https://www.newsis.com/view/NISX20250911_0003325055,2025-09-11
REGUL,"이와 함께 민·관 출자, 정책금융 대출 등을 총 2조원 이상 투입한다.",https://www.newsis.com/view/NISX20250911_0003325055,2025-09-11
INVEST,"통합투자세액공제 비율도 기존에는 1~10%에 그쳤는데, 15~25%로 확대된다.",https://www.newsis.com/view/NISX20250911_0003325055,2025-09-11
REGUL,"이후 1단계 기술·정책 평가, 2단계 금융심사를 거쳐 SPC 민간참여자를 선정하고 내년 상반기까지 SPC를 설립하는 게 목표다.",https://www.newsis.com/view/NISX20250911_0003325055,2025-09-11
LAUNCH,스마트폰으로 ‘뇌 건강’을 체계적으로 관리할 수 있는 서울시의 새로운 공공 플랫폼이 출시된다.,http://www.queen.co.kr/news/articleView.html?idxno=442078,2025-09-11
LAUNCH,이번에 공개되는 서비스는 단순한 건강 관리 도구를 넘어 시민들이 평소 생활에서 자연스럽게 치매 예방 습관을 형성하도록 돕는 데 초점을 맞췄다.,http://www.queen.co.kr/news/articleView.html?idxno=442078,2025-09-11
LAUNCH,"연구진은 청력 손실, 높은 저밀도지단백(LDL) 콜레스테롤, 우울증, 고혈압, 당뇨 등 생활 속 14가지 요인을 개선하는 것만으로도 치매 유병률을 크게 줄일 수 있다고 발표한 바 있다.",http://www.queen.co.kr/news/articleView.html?idxno=442078,2025-09-11
LAUNCH,"패션 매거진 '데이즈드'는 11일 ""2025년 10월호를 통해 카리나와 프라다(Prada)가 함께한 3종의 커버와 화보, 인터뷰, 디지털 콘텐츠를 공개한다""고 밝혔다.",https://www.mydaily.co.kr/page/view/2025091110201343722,2025-09-11
LAUNCH,커버에 이어 공개될 내지 화보에서는 우아함과 강렬함의 공존하는 카리나의 색다른 면모를 엿볼 수 있다는 후문이다.,https://www.mydaily.co.kr/page/view/2025091110201343722,2025-09-11
LAUNCH,"한편, 카리나가 속한 에스파는 지난 8월 말 세 번째 월드 투어 'SYNK : aeXIS LINE'의 첫 공연을 성황리에 마쳤으며, 연달아 공개한 여섯 번째 미니 앨범 'Rich Man'(리치 맨) 또한 선주문 수량 111만 장을 돌파하며 7연속 밀리언셀러에 도전 중이다.",https://www.mydaily.co.kr/page/view/2025091110201343722,2025-09-11
PARTNERSHIP,"AI 기술과 통신 인프라 결합으로 맞춤형 디바이스 시장 개척 시어스랩의 ‘AInoon’ 기반 AI 글래스, 다양한 산업과 협력 예정 AI 웨어러블 디바이스로 K-AI 디바이스 모델 육성 목표 글로벌 시장에서 K-테크 중심의 성장 기회 창출 스테이지파이브와 시어스랩이 11일 AI 글래스 및 AI 통신 플랫폼 협력을 위한 전략적 업무협약(MOU)을 체결했다.",https://www.viva100.com/article/20250911500828,2025-09-11
LAUNCH,스테이지파이브는 국내 출시를 시작으로 해외 통신 파트너십을 통해 글로벌 유통 및 로밍 패키지 사업으로 영역을 확장할 계획이다.,https://www.viva100.com/article/20250911500828,2025-09-11
PARTNERSHIP,스테이지파이브는 국내 출시를 시작으로 해외 통신 파트너십을 통해 글로벌 유통 및 로밍 패키지 사업으로 영역을 확장할 계획이다.,https://www.viva100.com/article/20250911500828,2025-09-11
LAUNCH,"[디지털투데이 황치규 기자]AI 인프라 솔루션 기업 모레(MOREH)가 9~11일(현지시간) 미국 산타클라라 컨벤션센터에서 열리고 있는 ‘AI 인프라 서밋 2025’에 참가해 AMD 기반 분산 추론 시스템을 선보이고, 텐스토렌트 및 SGLang(Structured Generation Language for LLMs))과 협업 성과도 공개했다.",https://www.digitaltoday.co.kr/news/articleView.html?idxno=591237,2025-09-11
LAUNCH,"10일 엔터프라이즈 AI 세션에서 주제 발표를 진행한 모레 조강원 대표는 모레가 개발한 분산 추론 시스템을 소개하며, 딥시크와 같은 최신 딥러닝 모델을 엔비디아보다",https://www.digitaltoday.co.kr/news/articleView.html?idxno=591237,2025-09-11
LAUNCH,더 효율적으로 최적화한 벤치마크 결과를 발표했다.,https://www.digitaltoday.co.kr/news/articleView.html?idxno=591237,2025-09-11
LAUNCH,"모레는 이번 행사에서 딥러닝 추론 소프트웨어 생태계를 선도하는 SGLang과 공동 발표를 진행하고, 부스 운영 및 네트워킹 이벤트도 함께 마련했다.",https://www.digitaltoday.co.kr/news/articleView.html?idxno=591237,2025-09-11
